id,name,price,breeds,is_for_dog,is_for_cat
87932003309,"Pet, 2% reduced fat milk",28.773899656465005,Sphynx - Hairless Cat,1,0
1810295,Plain tortilla wraps,68.62905211172388,shih-tzu,0,1
8410100070322,purina friskies,37.20832689418052,greater_swiss_mountain_dog,0,1
9003579310496,Turkey in gravy,64.40222616104178,Manx,1,0
87932600010,"Pet, Ultra Pasteurized Half & Half",5.689583725497015,saluki,0,1
8714265973116,Pâté poulet,78.36027282908213,Oriental Short Hair,1,0
87932000278,"Pet, Orange Juice",0.08342580995326432,Canadian Hairless,1,0
55800249500,One Smart Blend Lamb & Rice Formula,12.439454721243731,malamute,0,1
41244241088,Apple juice pet,29.596021891694257,Oriental Short Hair,1,0
7613033663246,Purina chaton,6.207709093997222,Pixiebob,1,0
87932003361,"Pet, reduced fat cultured buttermilk",8.959391428711408,schipperke,0,1
73657010920,oven baked dog biscuits,63.006284688202484,vizsla,0,1
7613035525641,Purina one poulet bœuf saumon dinde,14.167999229651393,Snowshoe,1,0
4305615476261,Rind & frische leber,6.490157160661569,papillon,0,1
7613036484770,cat food,17.6785611648407,Munchkin,1,0
8714265973116,Pâté poulet,38.7827262355788,Dilute Tortoiseshell,1,0
5407007142101,Doggy Dental Appel & Eucalyptus - Medium,35.18092483340327,airedale,0,1
87932600515,"Pet, 2% reduced fat milk",27.055597665749758,vizsla,0,1
8000066444505,Minestra di Vegatali,6.249913842293752,collie,0,1
87932003590,"Pet, Limited Edition Home Made Style Ice Cream, Mississippi Mud Pie",57.600678907649026,bedlington_terrier,0,1
87932000278,"Pet, Orange Juice",10.007150832196995,Chausie,1,0
8001154125603,Daily with chicken,21.970513737026668,Calico,1,0
4004218126435,Tetra bits,83.40356209087805,Siberian,1,0
8714265973116,Pâté poulet,68.34983854837421,Munchkin,1,0
5425007388084,softy minies,11.025364852485087,welsh_springer_spaniel,0,1
87932003590,"Pet, Limited Edition Home Made Style Ice Cream, Mississippi Mud Pie",76.07831223126739,shih-tzu,0,1
1810295,Plain tortilla wraps,38.839565719955594,border_terrier,0,1
87932600010,"Pet, Ultra Pasteurized Half & Half",65.36429248361651,great_pyrenees,0,1
87932000278,"Pet, Orange Juice",7.248822961304971,Japanese Bobtail,1,0
4008429037986,Dreamies with Delicious Cheese,43.77997817722501,Ragdoll,1,0
7613035220805,ProPlan Renal Function with chicken,34.64818060253212,Chartreux,1,0
87932003484,Premium Ice Cream,17.555741298980347,pomeranian,0,1
7613035525641,Purina one poulet bœuf saumon dinde,6.834276642902684,Oriental Short Hair,1,0
87932003477,Cream Bars,7.244229300845583,malamute,0,1
46798771272,Goldfish,77.52873247481502,Snowshoe,1,0
46798771272,Goldfish,3.754427632845825,Birman,1,0
87932600010,"Pet, Ultra Pasteurized Half & Half",70.9812491465251,cocker_spaniel,0,1
73657010920,oven baked dog biscuits,8.847658723309335,doberman,0,1
4008429037986,Dreamies with Delicious Cheese,55.24499216229687,Ragdoll,1,0
8410100070322,purina friskies,2.513604925687593,miniature_schnauzer,0,1
29046201,Topic Katzenfutter,20.012266334387654,Silver,1,0
5060166591175,Chicken & Ocean Fish,20.587141787526317,bedlington_terrier,0,1
3182550720854,Neutered young female,50.98604617861327,Exotic Shorthair,1,0
8714265975264,"Adult cat food, chicken",12.36163890073219,Devon Rex,1,0
73657009290,Classic Crafted Meals,1.4580848427941362,west_highland_white_terrier,0,1
55800249500,One Smart Blend Lamb & Rice Formula,4.3645094330892995,english_springer,0,1
41244241088,Apple juice pet,20.316292961101198,Burmese,1,0
87932003606,Ice Cream,11.559700924085565,Ocicat,1,0
8410100070322,purina friskies,7.554547578148308,golden_retriever,0,1
87932003590,"Pet, Limited Edition Home Made Style Ice Cream, Mississippi Mud Pie",6.055274471337997,doberman,0,1
87932003309,"Pet, 2% reduced fat milk",18.209327795348095,Siamese,1,0
8714265071362,Yarrah Bio chunks with chicken,16.264762185356897,Pixiebob,1,0
87932003484,Premium Ice Cream,16.431331351734116,shih-tzu,0,1
8410100070322,purina friskies,4.746258894821538,west_highland_white_terrier,0,1
20665654,Coshida saftige Leckerbissen In Gelee,13.236855575942869,Chartreux,1,0
87932003309,"Pet, 2% reduced fat milk",87.53474747404331,Maine Coon,1,0
9003579000458,Renal with chicken,1.2807645778928998,Exotic Shorthair,1,0
5407007142101,Doggy Dental Appel & Eucalyptus - Medium,67.50735392930697,border_terrier,0,1
55800249500,One Smart Blend Lamb & Rice Formula,38.28707578086815,soft-coated_wheaten_terrier,0,1
5407007142101,Doggy Dental Appel & Eucalyptus - Medium,20.3255458505931,african_hunting_dog,0,1
7613033663246,Purina chaton,0.24872637658628793,Oriental Long Hair,1,0
9003579000458,Renal with chicken,58.38227316446619,Chartreux,1,0
29046201,Topic Katzenfutter,9.5734700862263,Selkirk Rex,1,0
87932003477,Cream Bars,58.573022809894965,toy_poodle,0,1
4305615476261,Rind & frische leber,53.71526945507846,toy_poodle,0,1
7613033663246,Purina chaton,6.484869771192578,Norwegian Forest Cat,1,0
56366105712,Cat Food - Chicken & Seafood Combo,69.60918695137555,Torbie,1,0
3182550720854,Neutered young female,0.05182354312848636,American Curl,1,0
73657010920,oven baked dog biscuits,13.376067626500063,yorkshire_terrier,0,1
4047459007248,"Herrmann's creative mix, organic beef pure meat",36.96916526549941,Birman,1,0
20665654,Coshida saftige Leckerbissen In Gelee,71.7847181204674,Oriental Short Hair,1,0
5060122492072,Chicken breast with wild rice,3.123002334121166,Scottish Fold,1,0
46798771272,Goldfish,39.31329600949181,Pixiebob,1,0
5060166591175,Chicken & Ocean Fish,3.134238959105484,papillon,0,1
4305615476261,Rind & frische leber,7.776807703416683,newfoundland,0,1
56366105712,Cat Food - Chicken & Seafood Combo,37.985265372068255,Applehead Siamese,1,0
1810295,Plain tortilla wraps,6.03977387811875,tibetan_mastiff,0,1
4008429037986,Dreamies with Delicious Cheese,24.234550848389052,Siberian,1,0
46798771272,Goldfish,3.1409907860300588,LaPerm,1,0
30111493255,Puppy Food,49.91914789339342,miniature_poodle,0,1
87932003576,Birthday Cake Ice Cream Sandwiches,21.773658237341145,American Curl,1,0
87932600010,"Pet, Ultra Pasteurized Half & Half",38.57441493240418,saluki,0,1
8001154125603,Daily with chicken,11.698554077189666,Scottish Fold,1,0
87932003361,"Pet, reduced fat cultured buttermilk",7.173241433110372,saluki,0,1
87932000278,"Pet, Orange Juice",11.623611490915442,Calico,1,0
8714265975264,"Adult cat food, chicken",11.058062214981362,Siamese,1,0
4305615476261,Rind & frische leber,39.3144220755154,miniature_poodle,0,1
4008429037986,Dreamies with Delicious Cheese,21.52733410901476,Oriental Long Hair,1,0
5407007142101,Doggy Dental Appel & Eucalyptus - Medium,51.23628657584029,french_bulldog,0,1
87932003361,"Pet, reduced fat cultured buttermilk",3.6605437545705364,cocker_spaniel,0,1
73657010920,oven baked dog biscuits,19.19578935963062,greater_swiss_mountain_dog,0,1
1810295,Plain tortilla wraps,10.13996211939373,lhasa,0,1
3182550720854,Neutered young female,15.478576066563072,Tortoiseshell,1,0
9003579000458,Renal with chicken,3.3409177825963265,York Chocolate,1,0
8714265071362,Yarrah Bio chunks with chicken,3.9443375465003077,Siberian,1,0
87932003576,Birthday Cake Ice Cream Sandwiches,31.267921221434626,Chausie,1,0
5425007388084,softy minies,13.647767661076537,miniature_schnauzer,0,1
56366105712,Cat Food - Chicken & Seafood Combo,83.62465315323516,British Shorthair,1,0
8410100070322,purina friskies,45.4926820213862,beagle,0,1
8714265975264,"Adult cat food, chicken",36.48804838821378,LaPerm,1,0
4008429037986,Dreamies with Delicious Cheese,10.340722546390872,Munchkin,1,0
3182550720854,Neutered young female,7.857958184482315,Russian Blue,1,0
7613033663246,Purina chaton,14.382791837086115,York Chocolate,1,0
4004218126435,Tetra bits,38.080469406891595,Silver,1,0
87932003606,Ice Cream,9.308071624748274,Chinchilla,1,0
7613033663246,Purina chaton,13.76428583674838,Selkirk Rex,1,0
1810295,Plain tortilla wraps,28.872528907532676,eskimo_dog,0,1
7613033663246,Purina chaton,20.831897103470897,Extra-Toes Cat - Hemingway Polydactyl,1,0
5425007388084,softy minies,3.8352973382179822,malinois,0,1
8001154125603,Daily with chicken,13.648600527158228,Ocicat,1,0
9003579310496,Turkey in gravy,4.322635929755197,Abyssinian,1,0
46798771272,Goldfish,6.882186610539235,Chartreux,1,0
46798771272,Goldfish,39.81892921413993,Snowshoe,1,0
3182550720854,Neutered young female,17.865268860496293,Tabby,1,0
5425007388084,softy minies,47.42956539604662,blenheim_spaniel,0,1
4047459007248,"Herrmann's creative mix, organic beef pure meat",20.473695530113353,Domestic Medium Hair,1,0
1810295,Plain tortilla wraps,21.307778745339842,malamute,0,1
9003579310496,Turkey in gravy,36.3510387147983,Balinese,1,0
3182550720854,Neutered young female,1.7384354868284868,Canadian Hairless,1,0
9003579000458,Renal with chicken,12.747782720312461,Siamese,1,0
9003579000458,Renal with chicken,0.47106031987510955,Torbie,1,0
5407007142101,Doggy Dental Appel & Eucalyptus - Medium,34.77324982298906,tibetan_mastiff,0,1
4305615476261,Rind & frische leber,75.67572182528164,great_pyrenees,0,1
87932003477,Cream Bars,24.113170189923082,shih-tzu,0,1
4004218126435,Tetra bits,42.50373949826945,Birman,1,0
41244241088,Apple juice pet,50.51151004305312,Russian Blue,1,0
4305615476261,Rind & frische leber,6.453366876171701,miniature_poodle,0,1
1810295,Plain tortilla wraps,2.1266592557119104,yorkshire_terrier,0,1
6151100031389,nestle,26.335344044061255,Applehead Siamese,1,0
87932003484,Premium Ice Cream,20.877673914388204,blenheim_spaniel,0,1
1810295,Plain tortilla wraps,23.716898937208594,shih-tzu,0,1
55800249500,One Smart Blend Lamb & Rice Formula,5.122407143280199,english_springer,0,1
3182550720854,Neutered young female,29.864525180829506,LaPerm,1,0
8714265071362,Yarrah Bio chunks with chicken,9.00818025341131,York Chocolate,1,0
20665654,Coshida saftige Leckerbissen In Gelee,9.05252304224782,Domestic Medium Hair,1,0
46798771272,Goldfish,51.67464071636017,Canadian Hairless,1,0
87932003576,Birthday Cake Ice Cream Sandwiches,34.64523675865963,Domestic Medium Hair,1,0
41244241088,Apple juice pet,90.83465714288383,Domestic Medium Hair,1,0
29046201,Topic Katzenfutter,69.10122143445398,Burmilla,1,0
46798771272,Goldfish,10.244447450388254,Norwegian Forest Cat,1,0
87932003477,Cream Bars,35.27968673503639,malamute,0,1
6151100031389,nestle,0.9931113325283434,American Bobtail,1,0
4305615476261,Rind & frische leber,17.475014729356992,lhasa,0,1
8000066444505,Minestra di Vegatali,58.29481802462215,boxer,0,1
8714265975264,"Adult cat food, chicken",1.3271826207557047,Tabby,1,0
87932600515,"Pet, 2% reduced fat milk",13.033429710065677,welsh_springer_spaniel,0,1
8714265975264,"Adult cat food, chicken",3.376359805147441,Burmese,1,0
8410100070322,purina friskies,1.0241043779716956,soft-coated_wheaten_terrier,0,1
9003579310496,Turkey in gravy,24.99519818022856,Chartreux,1,0
8714265973116,Pâté poulet,26.26190054573194,Tortoiseshell,1,0
87932600010,"Pet, Ultra Pasteurized Half & Half",29.43190719473337,afghan_hound,0,1
4008429037986,Dreamies with Delicious Cheese,0.7059783119806797,Cornish Rex,1,0
9003579000458,Renal with chicken,60.35503200581937,Calico,1,0
73657009290,Classic Crafted Meals,11.402703417987516,japanese_spaniel,0,1
73657009290,Classic Crafted Meals,15.349200432062938,dandie_dinmont,0,1
87932003484,Premium Ice Cream,46.045802172257964,eskimo_dog,0,1
87932003309,"Pet, 2% reduced fat milk",58.62445981838512,Scottish Fold,1,0
7613035525641,Purina one poulet bœuf saumon dinde,23.6897665326979,Torbie,1,0
8000066444505,Minestra di Vegatali,6.569845518861341,pomeranian,0,1
7613033663246,Purina chaton,13.46570024177962,British Shorthair,1,0
55800249500,One Smart Blend Lamb & Rice Formula,4.580269172700827,miniature_schnauzer,0,1
30111493255,Puppy Food,41.274404261830156,great_pyrenees,0,1
8001154125603,Daily with chicken,24.076316875706784,Chinchilla,1,0
4305615476261,Rind & frische leber,4.258681019139335,golden_retriever,0,1
7613036484770,cat food,14.92859367975171,Havana,1,0
5425007388084,softy minies,66.87220903896765,golden_retriever,0,1
5407007142101,Doggy Dental Appel & Eucalyptus - Medium,12.258724322835299,border_terrier,0,1
5060166591175,Chicken & Ocean Fish,8.080344384020833,papillon,0,1
87932600010,"Pet, Ultra Pasteurized Half & Half",44.565867291903686,norwegian_elkhound,0,1
87932003484,Premium Ice Cream,2.4274055750086077,border_terrier,0,1
29046201,Topic Katzenfutter,10.095411308368474,Torbie,1,0
8714265071362,Yarrah Bio chunks with chicken,9.337780250731207,Tabby,1,0
8714265975264,"Adult cat food, chicken",15.555806771311246,Siberian,1,0
73657010920,oven baked dog biscuits,32.067224118292245,cocker_spaniel,0,1
7613033663246,Purina chaton,22.065736769040758,Dilute Tortoiseshell,1,0
5425007388084,softy minies,56.40602183269137,boxer,0,1
7613033663246,Purina chaton,77.55234215627723,Ragdoll,1,0
29046201,Topic Katzenfutter,42.04695735342633,Oriental Long Hair,1,0
5407007142101,Doggy Dental Appel & Eucalyptus - Medium,63.09580145820534,malamute,0,1
87932003484,Premium Ice Cream,16.17297351141308,papillon,0,1
87932000278,"Pet, Orange Juice",77.53609750791595,Torbie,1,0
30111493255,Puppy Food,17.64624851386766,blenheim_spaniel,0,1
46798771272,Goldfish,51.619531019581416,Siberian,1,0
4047459007248,"Herrmann's creative mix, organic beef pure meat",51.449903048220825,Silver,1,0
29046201,Topic Katzenfutter,15.00161583727788,Japanese Bobtail,1,0
87932003606,Ice Cream,13.528912842380581,Siberian,1,0
4047459007248,"Herrmann's creative mix, organic beef pure meat",3.320022282853188,Domestic Medium Hair,1,0
7613035525641,Purina one poulet bœuf saumon dinde,55.32042565381758,Dilute Calico,1,0
7613036484770,cat food,20.668971303201157,Devon Rex,1,0
20665654,Coshida saftige Leckerbissen In Gelee,38.68579028386389,Chinchilla,1,0
20665654,Coshida saftige Leckerbissen In Gelee,12.170561368223115,Scottish Fold,1,0
7613033663246,Purina chaton,34.929560341917366,York Chocolate,1,0
41244241088,Apple juice pet,21.226253412162787,Sphynx - Hairless Cat,1,0
73657010920,oven baked dog biscuits,3.9641382042340307,border_terrier,0,1
7613036484770,cat food,2.0300406109216165,Chinchilla,1,0
46798771272,Goldfish,27.15843780520812,Applehead Siamese,1,0
46798771272,Goldfish,25.32786350610405,Bombay,1,0
87932003484,Premium Ice Cream,13.892225916084794,malinois,0,1
4305615476261,Rind & frische leber,11.895043978145894,newfoundland,0,1
8410100070322,purina friskies,11.054243409127647,pomeranian,0,1
